useragents,package,size,useragentlength
Recipes motti.be v.2,"['be.motti.cariben', 'be.motti.enusarizona', 'be.motti.nemec', 'be.motti.dat', 'be.motti.enuslouisiana', 'be.motti.enusndakota', 'be.motti.enswiss', 'be.motti.enusny', 'be.motti.endessmousse', 'be.motti.turken', 'be.motti.enussdakota']",11,20

"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 chayns/5167 (App; 21936; 64940-10126)",['com.Tobit.android.Slitte64940101261'],1,218
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 chayns/5178 (App; 74381; 67756-12946)",['com.Tobit.android.Slitte6775612946'],1,218
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 chayns/5296 (App; 5267; 63767-03564)",['com.Tobit.android.Slitte63767035641'],1,217
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 TIUMobileApp",['com.toneitup.toneitup'],1,193
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 chayns/5178 (App; 11492; 64295-06315)",['com.Tobit.android.Slitte6429506315'],1,218
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 Android_Gmarket Qoo10 ID_3.6.2_133(GMKTV2_ZlRnG1XAIzgwoC3OBe0hNjV4PfmyaC5RAIBqY+mkcipUGsSIiB19AyfIHQY1msEafG/xGz9RIS4=;Android SDK built for x86;11;en_US;2000010476)",['net.giosis.shopping.id'],1,346
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 chayns/5242 (App; 26172; 64941-25222)",['com.Tobit.android.Slitte6494125222'],1,218
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36; AppWebview",['com.winklov.com.app'],1,192
"mhunters-Android-76/11-30 (vd, push, iap, fb, fbevt, fb_share, snd, mat, fb2, res)",['com.mhunters.app'],1,82
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 chayns/5167 (App; 72284; 67755-09489)",['com.Tobit.android.Slitte6775509489'],1,218
"Mozilla/5.0 (Linux; Android 8.1.0; Android SDK built for x86 Build/OSM1.180201.023; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.98 Mobile Safari/537.36","['com.eonsoft.MileageCalc', 'com.webaccounting.webaccappv2', 'com.angryraccoonstudios.christmasgamesfree', 'com.jb.gosms.theme.richthemes_red_start', 'com.ok2go.clock2go', 'com.jb.gokeyboard.theme.gothemes_rod_color', 'com.albertoabruzzo.materialappsshowcase', 'selfie.marijuana', 'net.jp.apps.mikoyuri.bunngou', 'com.kidsopia.allianz.arhi', 'com.handlebook_su', 'com.touchpal.newthemes_nature_nuances', 'com.app.app968b311fb09e', 'jp.co.lagarto.tftmobile', 'com.imin_app.ios', 'mx.qmarketing.mascara', 'com.wChristianDogmaMobile', 'com.seuksa.khmeredu', 'com.applause.soda.can.opening.sound', 'com.bux.mobilemoneybux', 'br.com.escolhatecnologia.voztradutor', 'com.avifa.regularli', 'com.islet.BabyNames', 'com.giftedev.actabikemap', 'com.bestlyrics.paramore', 'com.nwslab.dipup', 'com.clee.angrybirds.tut', 'com.app.appyfry', 'com.wGuiaMaritimodaAmazonia', 'ajjitsumobile.com', 'com.mxncbvjhdfgkdjksf.mxcnvbjkhdfksh', 'br.com.mobradio.transamerica', 'com.enhancedclassics.bookjaneeyre', 'de.fire_rescue_instructions.divera247', 'com.conduit.app_9b4687bf65ec4bdebee6ce218c0b1504.app', 'com.workhthighexercise', 'com.jb.gokeyboard.theme.keythemes_light_show', 'com.jb.gosms.theme.pithemes_arctic_feather', 'com.wHotelspricesCroatiabytritogocom', 'com.handlebook_kc', 'com.app.app0f8b80b8a879', 'nl.vi', 'uk.co.pocketapp.CamridgeEnglish', 'dk.bluesteel.cricketscore', 'com.app.mobilemotorspa', 'com.wFoodvedam', 'com.jb.gokeyboard.theme.levelup_burning_coal', 'com.enginair.stylishmansuitphotostudio', 'com.wFashionCentral', 'com.pawtopss.tiago.iorc.kehdks', 'com.sanaapps.shadikipehliraatkatareeqa', 'com.jb.gosms.theme.richthemes_old_opossum', 'com.touchpal.touchpal_skins_blue_horizon', 'com.jb.gokeyboard.theme.gothemes_long_freeway', 'com.dynotes.dictionary.english2arabic', 'nz.co.slingshot.mobile', 'apothetirio.elbi.gr', 'com.frenys.coleccion1010041', 'nl.sitedish.nefertiti2', 'com.app.app1c3e171eadbb', 'com.wKateHaymanRealty', 'com.wiOfferchinawholesale', 'com.nail.nailartdesigns', 'com.GuideFree.GuideCallOfDutyBlackOps3', 'appsmoment.huutaivn.shareroom', 'com.cedarwingsmagazine.app', 'com.app2015vx75.rewindmodformcpe', 'br.com.raphaelrenan.mma_gratis', 'mx.com.braindisplay.gtp', 'com.MobileNation.darlingt1', 'com.classco.drivemeswiss', 'com.yosef.mobaryataloyoum', 'com.mightyfistapps.brokenscreen', 'love.sweetdoctor1977.kousotsujoushiki', 'cc.catalysts.eeuro.android.altdorf', 'eu.esigroup.snm', 'com.jb.gokeyboard.theme.cutekeyboards_blue_dream', 'com.touchpal.playerthemes_starry_song', 'com.elsa.app', 'com.palbissss.rae.srem.murds', 'com.wSHIMNAUTHNnewiapp', 'com.afroemoji.aemoji', 'com.cybersports.cyberdunk', 'com.jb.gokeyboard.theme.zenthemes_soul_couture', 'com.cnslt.jobsenz870122', 'es.adam.creepypasta', 'com.kbf.app20127975', 'com.touchpal.touchpal_skins_fervent_crush', 'com.SingerKing', 'com.guide.mobiguidesprat', 'net.Dublin.indexcity', 'com.aitype.android.theme.pg_peaceful_dreams', 'com.combater.lyricsfifthharmonyandhisfriends', 'net.jp.apps.nacci0107kisetu', 'com.cultplaces', 'com.touchpal.freshlight_afghanistan', 'com.jb.gokeyboard.theme.tildekey_burgundy_spin', 'com.qatar.jobs', 'com.youbeli.www.mmecentury', 'com.jb.gosms.theme.richthemes_orange_kite', 'com.kbf.app15030074', 'com.appynation.nuggets', 'jp.gr.java_conf.akihiroxxx.clover', 'com.rosagarrido.imagenesyfrasesdedespedida', 'com.wTrendyBotswana', 'com.paypointz.wallet', 'org.anthrazit.www', 'com.playdress.app.women', 'com.mhanz.ranger', 'com.genes.genetcsdictioryapp', 'io.appery.project357300', 'com.poptacular.golf', 'com.wildec.dating.meet4u', 'bhakti.sagar.dholak', 'com.abzorbagames.roulette', 'com.mevii', 'appinventor.ai_arttid899.softradio9025', 'com.stain.firstaid', 'com.carezone.caredroid.careapp.aarp.rx', 'com.mbt.mbt', 'verten.pap.wall.LadyLiberty', 'com.heinz.gun.mods.for.mcpe', 'com.touchpal.suthemes_passion_color', 'com.ionicframework.maharanapratap859651', 'com.puremobileinc.app9', 'co.festivality.rally2016', 'com.tbig.playerpro.skins.shadows', 'com.iuwryioewjsdklfsdfsdf.nmbxcbvjhjwe', 'com.androidnicheman.navigateunblocksitesblocked', 'us.yapp.android', 'net.ays.PROD560568', 'com.prav.ghrdpra', 'com.military', 'com.mobilelocks.footballpatternlockscreen', 'com.i2i.mycleancanteen', 'com.jb.gokeyboard.theme.zenthemes_silver_linings', 'com.presimtre.org', 'top.rimbow.bridal.hairstyles', 'com.charitydynamics.mdatm', 'com.aitype.android.theme.pt_cloudy_days', 'com.appdig.recyclix', 'com.touchpal.newthemes_banana_split', 'com.spike.trap']",143,179

"Mozilla/5.0 (Linux; Android 8.1.0; Android SDK built for x86 Build/OSM1.180201.023; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.98 Mobile Safari/537.36 chayns/5266 (App; 25704; 64945-16822)",['com.Tobit.android.Slitte6494516822'],1,217

"Mozilla/5.0 (Linux; Android 8.1.0; Android SDK built for x86 Build/OSM1.180201.023; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.98 Mobile Safari/537.36 type/siberian.application","['uk.co.vmtapps.appbuilder.app5692c76618b72', 'br.com.flipgo.apps.app56aa217f82643', 'com.prontoappcreator.builder.app569a2eedd7867']",3,205

"search.ch/4.1 Android/8.1.0; Android:Android SDK built for x86; Android-universal; (Linux; Android 8.1.0; Android SDK built for x86 Build/OSM1.180201.023; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.98 Mobile Safari/537.36",['ch.search.android.search'],1,250
FandomWebView,['com.bluemoon.cclownFandom'],1,13
#Cart/101 Android,['st.cart.cartapp'],1,17
"Mozilla/5.0 (Linux; Android 8.1.0; Android SDK built for x86 Build/OSM1.180201.023; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.98 Mobile Safari/537.36 chayns/5296 (App; 38066; 64947-33040)",['com.Tobit.android.Slitte64947330401'],1,217
"Mozilla/5.0 (Linux; Android 8.1.0; Android SDK built for x86 Build/OSM1.180201.023; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.98 Mobile Safari/537.36/TansoDL",['com.mirmay.privatedownloader'],1,187
"Mozilla/5.0 (Linux; Android 10; Android SDK built for x86 Build/QSR1.210802.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/74.0.3729.185 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.8115000.1)","['com.gruporpp.capital', 'com.goodbarber.jworg', 'com.perkourmap.mapsforminecraft', 'streetdirectory.mobile', 'com.ik.flightherofree', 'com.syzygy.wallpapers.bubbles', 'com.wonderabbit.lovedays', 'com.karimgul.naturegrasswallpapers', 'com.syzygy.quotes.changes', 'com.mediaapp.sn', 'com.syzygy.quotes.henryford', 'com.sewing.things', 'com.goodbarber.senvideo', 'com.funappdev.perspective.imagestwo', 'com.revolutionapp.myanimal', 'com.syzygy.quotes.government', 'com.theapptower.solitaire.google', 'com.itapps.feeling.phrases', 'com.orchidfreegames.blockmaniacrush', 'com.syzygy.wallpapers.map', 'com.syzygy.quotes.military', 'com.syzygy.quotes.eleanorroosevelt', 'com.zoobagames.android.hamilelik', 'com.asmi.waliosilimu', 'com.syzygy.quotes.family', 'com.nfc.nfc', 'com.goodbarber.iamrich', 'com.fusionplustv.android', 'com.syzygy.quotes.johnfkennedy', 'com.evolve.sherdog', 'com.syzygy.quotes.moral', 'com.thongaral.newguideforKINGDOMHEARTSUnchainedXtipstrickscheatsandmore', 'indomedia.malam.pertama.islami', 'oneheart.chicken.recipes.easy', 'com.blacklight.wordament', 'com.oneplus.newguideformekoramaandroidgames', 'com.syzygy.quotes.georgebernardshaw', 'com.egebit.fouri.android', 'mobi.wifi.toolbox', 'com.syzygy.quotes.food', 'com.karimgul.naturefogwallpapers', 'com.iconme.milan', 'com.epicenterofpsychology.testworld', 'br.com.agrimind.pragasdomilhofree', 'electronic.music.radio', 'mkoens.chests.clashroyale', 'com.iconme.liverpool', 'com.novagecko.memedroid', 'com.oscarito.meme', 'com.syzygy.quotes.alone', 'oneheart.biotechnology.example', 'br.com.agrimind.pragasdosorgofree', 'com.syzygy.quotes.great', 'indomedia.masakan.khas.bali', 'com.knmtech.kidswordpuzzle', 'com.juvasalapps.amor.dia.madre', 'com.nst.underwater', 'com.edevgames.christmasskinsforminecraft', 'com.syzygy.quotes.thomasaedison', 'com.wcre8tive.tudogospel', 'com.syzygy.quotes.brainy', 'com.rl.generaladaptiveapps', 'com.happylife.stockalert', 'com.syzygy.wallpapers.plasma', 'phuc.editphoto.gridphoto', 'com.islamic.ring', 'grovelet.s7.galaxys7.galaxy.launcher.theme', 'com.gmail.ebdaaapp.learnenglish', 'com.syzygy.quotes.poverty', 'com.sosc.firstfantasy1', 'indomedia.olahraga.meninggikan.badan', 'com.syzygy.wallpapers.church', 'com.goodbarber.cayaraha', 'com.hoxulm.game.android', 'com.syzygy.quotes.benjaminfranklin', 'com.syzygy.quotes.honest', 'com.gambarterbaru.dpmudik', 'com.monerxxyface.www', 'com.knmtech.toddlerbooks', 'net.heycloud.led', 'com.leisureapps.lottery.unitedstates.southcarolina', 'com.ov.generaladaptiveapps', 'com.lumiplay.gumon', 'com.assia.sweetspots', 'com.sanook.lottothai', 'com.funappdev.eyeshadow', 'com.hwd.fasave', 'com.saltamontes.frasescelebres', 'com.jrdmobapps.youear', 'com.fi.generaladaptiveapps', 'com.alunamoon.peacefulsleep', 'com.syzygy.quotes.sigmundfreud', 'com.syzygy.wallpapers.dune', 'appinventor.ai_jpicer.PipefitterHandbook', 'com.oxicapps.lover.photo.screen.lock', 'com.syzygy.quotes.aynrand', 'com.syzygy.quotes.dad', 'com.DMRCRoutesandFares.app', 'com.minhhoang.wallpaperhdvp', 'com.silentlab.catpreviousyearpapers', 'com.syzygy.quotes.henrydavidthoreau', 'com.syzygy.quotes.fitness', 'com.quizexperts.clarkgable', 'com.quizexperts.charleschaplin', 'webexplorer.ie.internet', 'by.anikadev.allbelarus', 'com.vekayazilim.battledecks', 'com.appsilicious.wallpapers', 'com.syzygy.quotes.stephenking', 'com.syzygy.wallpapers.aquarium', 'com.pointdeveloper.GSRTCBooking', 'com.winnerbiz.myquote', 'com.Roni.tehilim', 'com.phil.tv.view', 'com.quizexperts.carygrant', 'ringtones.forwhatsapp', 'com.syzygy.quotes.diet', 'com.adi.aditya', 'com.nsc.mathformulas.lite', 'com.cricketschedule', 'oneheart.anatomy.reference', 'sontung.nhactrutinh.nhacvang', 'com.itapps.wetglasses.wallpapers', 'sortwords.app', 'com.babyfish.spld', 'com.syzygy.quotes.ernesthemingway', 'com.improver.grammerenglish', 'com.excellent.gift', 'com.winnerbiz.religion_bible_en_wbt', 'com.devloloche.was_ri_16', 'com.syzygy.wallpapers.london', 'air.conditioner.universal.remote', 'biz.mtoy.blockpuzzle.revolution', 'com.mediaapp.fr', 'com.syzygy.quotes.humor', 'com.G8.SecureGalleryLockFree', 'net.heycloud.yymathlcm', 'com.knmtech.dotsandcoloring', 'com.karimgul.naturemountainwallpapers']",139,219
