useragents,package,size,useragentlength
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.12451000.1)","['acuariofilia.azdj', 'appinventor.ai_andradeveloper.LovedOne', 'com.app.hitbeat', 'com.avatarmaker.pasteldressup', 'com.ayoub.dev.stayla_algerie_o', 'com.bitmango.go.wordcookiescross', 'com.blood.sugar.tracker.glucometer.Diary.test.diabetes.checker.info.glucose.convert.logger.health.fitness.monitor.history', 'com.cgs.spectra.cover.fire.offline.shooting', 'com.citrusgamesstudios.summer.splash.waterpark.slide.surfer', 'com.enjoymygame.carracing', 'com.estiloapps977.TodaysHitsFloridaOrlandoRadioOnlineApp', 'com.HerGarApps.GoldFM', 'com.learningapps.dic7', 'com.MooseFMRadio.freefmliveCanada', 'com.reptiles.frogs.images.hd', 'com.thobun.scorpionslovemusic', 'optimumtiltangle.com.optimumtiltangleforsolarpanel', 'quran.tilawatequran.abdellahaljohani', 'quran.tilawatequran.SheikhNaifalfaisal']",19,223
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 GCSGApp/3.11.12",['air.com.gcsg.conferences'],1,196
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 Vinebre","['apli1728356.buj', 'india.news14', 'radio.sufletiubit', 'stank.thepancake']",4,188
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.212910000.1)",['appinventor.ai_shivanshphone.Quantum_Hub_1'],1,224
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v212910000.212910000.0)","['com.aadharcarddownload.howtochangeaddress.changeecardecard', 'com.amldevtranslator.arabicbangla', 'com.free.apps.english.urdu.offline.lite.dictionary', 'com.gbwhats.whatstool.toolkit.gbversion', 'com.guide.scary.scaryteacher', 'com.igs.sosfree', 'com.kitlakecore.reelsaver', 'com.meriem.Scientificcalculator', 'com.picasso.app.livetvapp', 'com.rktech.jeemainphy', 'com.secure.proxy.freevpn', 'com.snack.video.download', 'dz.guenoapps.radiodz', 'ru.sports.lokomotiv', 'shahfaiz.formulas']",15,224
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v212104000.212104000.0)","['com.affixchat.chatappv0', 'com.cogulplanet.theme.kakao.talk.pinkrose', 'com.uniqueapps.samsung.galaxy.A9.theme.launcher.android.wallpaper', 'com.Voodamdee.Photos.Frames.RomanticLovePhotoFrames', 'mus.radio.confiance']",5,224
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.15601000.1)","['com.aghani.khaledselim', 'com.fireslave.superturtlehero.adventure', 'com.ghs.mathpieces.mathpuzzle.braingame.mathmaster', 'com.mediacompany.zaho', 'com.Strigiformgames.strigi.greek.alphabet']",5,223
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.19649000.1)","['com.airkast.KARNAM', 'com.asmand.busschedule.neftekamsk', 'com.fooz.app', 'com.lucentGK.Bookenglish']",4,223
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004000.201004000.0)","['com.ancientdevelopers.naturewallpaperz', 'com.mobeasyappfichtali8', 'com.ven.ejimax_m']",3,224
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.14300000.1)","['com.anime_core_2.dotakhongdonang', 'com.appsmovilesnativas.preciodelcafe', 'com.Baby.House.Decoration.Games.Dollhouse', 'com.mehadgamesstudio.quran_stories']",4,223
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v210890000.210890000.0)","['com.app.city.test.testOposGuardiaCivil', 'com.cbn.christmas.music.radio.station.app', 'com.gismart.guitar.game.player', 'com.horoscope.astrology.zodiac.signs.free', 'com.junismile.superfood.de', 'com.maxcom.vibrometer', 'com.novelstorydewasa.android.ahmadpurwanto', 'com.onlyfansfree.higgsdomino.terbarutips.guide']",8,224
"Mozilla/5.0 (Linux; Android 9; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36 Convertify","['com.app.foodbud3ds', 'com.app.restoloco']",2,132
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v12451000.12451000.0)",['com.appsrob.a2045'],1,222
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36; Apptive",['com.apptive.android.apps.accessdoors'],1,189
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36DOZNUT_ANDROID_APP",['com.Asys.appS202008148dfd48e5fc31e_e0d464abd1918'],1,198
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.10298000.1)",['com.blue.wallpaperhd4k'],1,223
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.10084000.1)","['com.canttgames.EliteDeerSniperHunt3D', 'com.xtreme.animal.safarihunting', 'hsp20171023.moon_tears02_2', 'icraceambulancecom.baytekgame.crashtraff']",4,223
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.12211000.1)","['com.cars.cheryamulet', 'com.endgames.sniper.elite.assassin.fps.hitman.gun.shooting', 'com.religiousworld.gdsubramanyammantra']",3,223
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 Wibeee-App",['com.energy.wibeee'],1,191
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.20088000.1)","['com.flyingcat.finddiff', 'com.swar.testone']",2,223
"Mozilla/5.0 (Linux; Android 5.0; SM-G900P Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.0.0 Mobile Safari/537.36",['com.fooz.app'],1,131
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.11717000.1)",['com.gta.thug'],1,223
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v15000000.15000000.0)",['com.joshdeboer.itcbattles'],1,222
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.11910000.1)","['com.kicaustudio.masteranburungpipit', 'com.tutotoons.app.farmanimalshospitaldoctor3.free']",2,223
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 GoNativeAndroid/1.0 gonative",['com.line.bellaapp'],1,209
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.11220000.1)",['com.mgs.clown.attack.shooter'],1,223
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 MoodleMobile 4.0.1 (40100)",['com.moodle.moodlemobile'],1,207
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.11011000.1)",['com.music.rai.yatik'],1,223
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.8115000.1)",['com.nchsoftware.mixpad_free'],1,222
com.nchsoftware.mixpad_free,['com.nchsoftware.mixpad_free'],1,27
Mozilla/5.0 Google,['com.ocens.AndroidOneMail'],1,18
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.201004000.1)","['com.orcamakeurday.kdramaquizguesswho', 'com.smg.police.sniper.prison.yard.escape']",2,224
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.9452000.1)",['com.quran.moshaf'],1,222
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v13000000.13000000.0)","['com.saudisandsa.fahad_bin_fasla_shelat', 'obryanvip.devocional.bilbia.cristiano']",2,222
"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",['com.shindig'],1,104
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v15601000.15601000.0)",['com.tapai.darsokde'],1,222
TW-Chat-2.24.1,['com.teamwork.mobile.chat'],1,14
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.11400000.1)",['com.TextVoice.TextVoiceG'],1,223
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v210402000.210402000.0)",['com.vocsy.btsfakecall'],1,224
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.212104000.1)",['com.webbrowserbeta'],1,224
"Mozilla/5.0 (Linux; Android 11; RMX3193 Build/RP1A.200720.011) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/98.0.4758.87 Mobile Safari/537.36",['com.webbrowserbeta'],1,154
"Mozilla/5.0 (Linux; Android 10; Infinix X688C Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/98.0.4758.101 Mobile Safari/537.36",['com.webbrowserbeta'],1,161
Mobile-App-Agent,['com.zingfit.SpinCity_Massapequa'],1,16
"Mozilla/5.0 (Linux; Android 8.0.0; SM-G960F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77 Mobile Safari/537.36",['de.twokit.castbrowser'],1,126
"Unibet Mobile/3.3.10 Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36",['fr.unibet.sport'],1,201
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v201004999.10260000.1)",['io.ionic.durga2018'],1,223
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 (Mobile; afma-sdk-a-v11020000.11020000.0)",['net.jp.apps.kensukewatanabe.bousai'],1,222
"Mozilla/5.0 (Linux; Android 11; Android SDK built for x86 Build/RSR1.210210.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36  DLL/89.0.102",['uk.co.blazeboutique.mobileapp'],1,194
